temperatura,epsilon,M,m,CH,xi
0.881,-1.87648,-2408.0,0.9632,3993.673133967479,467.14592004035813
0.882,-1.88304,-2411.8,0.96472,1633.7499978575454,210.07810531620055
0.883,-1.87632,-2410.6,0.96424,2353.302976500174,193.33081666037498
0.884,-1.88096,-2412.0,0.9648,5342.505954696531,501.75967823026645
0.885,-1.88352,-2415.4,0.96616,4615.900780604409,519.3220338983051
0.886,-1.872,-2404.8,0.9619200000000001,4964.214962737247,568.0461499874593
0.887,-1.8747200000000002,-2399.0,0.9596,2255.2998402326475,783.9158211198798
0.888,-1.8752,-2405.6,0.96224,4698.392085779473,733.5335335335334
0.889,-1.86432,-2396.4,0.9585600000000001,3179.80499906578,507.7365329333833
0.89,-1.8638400000000002,-2394.8,0.9579200000000001,2901.766050863387,257.8776529338328
0.891,-1.8670400000000003,-2398.6,0.95944,3544.6678336481723,335.2537722908093
0.892,-1.8705599999999998,-2403.0,0.9612,1574.9808406004995,136.77130044843048
0.893,-1.86832,-2399.0,0.9596,2884.9772489804636,352.61913649371655
0.894,-1.8652799999999998,-2396.2,0.9584799999999999,6823.4052408939415,958.9361173253791
0.895,-1.852,-2386.8,0.9547200000000001,875.5448747958346,139.24270639354438
0.896,-1.864,-2398.6,0.95944,3892.9634353741494,464.33531746031747
0.897,-1.85664,-2388.6,0.95544,4433.126317668996,762.0958751393532
0.898,-1.8472,-2379.6,0.9518399999999999,3850.289543316859,288.8393961890621
0.899,-1.8587200000000001,-2392.6,0.95704,2507.846989108457,344.1354591521443
0.9,-1.8705599999999998,-2403.0,0.9612,3746.2825788751716,332.0987654320988
0.901,-1.8534400000000002,-2388.8,0.95552,5103.3853534712725,557.6026637069922
0.902,-1.844,-2383.8,0.95352,3741.924135629181,484.3064794284307
0.903,-1.8496,-2385.6,0.95424,2747.087657850232,279.36507936507934
0.904,-1.8667200000000002,-2399.6,0.9598399999999999,2240.887218175964,284.95575221238937
0.905,-1.8572799999999998,-2389.2,0.95568,2026.474568338369,156.36586863106206
0.906,-1.85152,-2382.6,0.95304,5820.840649722422,688.7907775324991
0.907,-1.8505599999999998,-2384.6,0.9538399999999999,8653.67043943812,1071.2238147739797
0.908,-1.8424,-2372.6,0.94904,2045.23450656696,468.9672050905529
0.909,-1.8505599999999998,-2388.4,0.95536,4226.487921986184,483.8528297274172
0.91,-1.8504,-2388.8,0.95552,3324.343544123763,370.4029304029304
0.911,-1.8587200000000001,-2397.4,0.95896,2386.5189846048256,169.82558848640076
0.912,-1.8432,-2378.2,0.9512799999999999,1893.745083957457,256.7738791423002
0.913,-1.84096,-2380.6,0.95224,6471.5565104855,727.3214068394791
0.914,-1.8494400000000002,-2382.2,0.95288,7258.620130120592,881.5463165572575
0.915,-1.8470400000000002,-2382.0,0.9528,7207.726583521617,976.3205828779599
0.916,-1.8392,-2375.2,0.9500799999999999,4942.061872707742,753.2265890344493
0.917,-1.8481599999999998,-2379.2,0.95168,3257.71627144341,331.709681328002
0.918,-1.8433599999999999,-2380.2,0.9520799999999999,5427.68978270993,960.0096828854998
0.919,-1.84752,-2377.2,0.95088,9173.681159008445,1820.529561117156
0.92,-1.84496,-2382.6,0.95304,3177.693761814745,331.44927536231876
0.921,-1.84112,-2372.6,0.94904,3475.113008370655,689.1543008806851
0.922,-1.8347200000000001,-2369.4,0.94776,3831.464498410352,573.6804049168474
0.923,-1.83264,-2370.2,0.9480799999999999,1741.1988296885984,291.2724208498857
0.924,-1.8318400000000001,-2363.6,0.94544,5665.602635299604,653.0062530062528
0.925,-1.8257599999999998,-2368.0,0.9472,6658.991964937909,824.5045045045043
0.926,-1.8368,-2374.0,0.9496,4353.863353998635,653.7077033837293
0.927,-1.83168,-2369.4,0.94776,3598.8803150158105,488.1217787366653
0.928,-1.83296,-2362.6,0.94504,7118.67485797331,1243.3429118773943
0.929,-1.84192,-2378.2,0.9512799999999999,5367.2742984143015,680.7319698600646
0.93,-1.8187200000000001,-2358.8,0.94352,4008.376048611913,434.1218637992831
0.931,-1.82208,-2357.8,0.9431200000000001,3810.046829518171,543.6925647451964
0.932,-1.8313599999999999,-2371.6,0.9486399999999999,4413.41708265026,625.4649499284691
0.933,-1.8350400000000002,-2374.2,0.94968,4584.702774341011,619.697511015839
0.934,-1.8264,-2364.2,0.94568,1162.624229353867,201.2372115155841
0.935,-1.82768,-2363.4,0.9453600000000001,11070.834167405417,1842.4717765894234
0.936,-1.8201599999999998,-2359.0,0.9436,9509.66307091663,1407.644824311491
0.937,-1.8041599999999998,-2343.0,0.9372,5638.062897943371,708.8817739831613
0.938,-1.82224,-2356.0,0.9424,9817.700006415283,1606.2544420753377
0.939,-1.8072,-2346.2,0.93848,2860.063192072978,433.03751035380435
0.94,-1.8304,-2370.2,0.9480799999999999,2812.7357778783767,303.0260047281324
0.941,-1.81408,-2346.0,0.9384,4179.222617111178,1011.6896918172158
0.942,-1.82592,-2368.0,0.9472,7632.293198982855,703.939608398207
0.943,-1.81792,-2343.8,0.93752,9255.45038566251,2539.837398373985
0.944,-1.82608,-2367.8,0.9471200000000001,3307.837786076797,444.8681732580038
0.945,-1.8192,-2348.0,0.9392,4228.325074885922,982.0105820105822
0.946,-1.8104,-2349.8,0.9399200000000001,2762.270425380706,484.3316889828518
0.947,-1.81056,-2351.4,0.9405600000000001,5539.4428715838285,823.2312565997888
0.948,-1.8006400000000002,-2333.0,0.9332,1599.1422710431418,296.53070792311297
0.949,-1.80896,-2342.6,0.93704,3628.984052501238,1212.0828942746748
0.95,-1.7921599999999998,-2334.4,0.93376,7959.913819636813,1063.6725146198828
0.951,-1.8030400000000002,-2339.0,0.9356,3543.9540154815795,736.7683140553803
0.952,-1.8123200000000002,-2350.6,0.94024,3915.487763732944,647.1055088702147
0.953,-1.8097599999999998,-2344.6,0.93784,3309.859783865217,326.5011076133846
0.954,-1.79152,-2318.8,0.9275200000000001,2973.1985324459242,934.7309573724668
0.955,-1.8044799999999999,-2339.6,0.93584,5737.854408230768,992.0186154741128
0.956,-1.8003200000000001,-2336.8,0.9347200000000001,4566.524473388848,900.232450023245
0.957,-1.8104,-2348.6,0.9394399999999999,8064.405570981437,951.166840822013
0.958,-1.79456,-2335.4,0.93416,2790.1629515987897,525.2145673857573
0.959,-1.7961599999999998,-2332.6,0.93304,4636.196922870237,1226.323716834666
0.96,-1.80224,-2343.2,0.9372799999999999,5602.623456790121,594.6296296296297
0.961,-1.8137599999999998,-2349.6,0.93984,9340.869226459268,1213.3657070181523
0.962,-1.80352,-2340.4,0.93616,3710.603294802878,647.5398475398474
0.963,-1.78272,-2321.2,0.92848,3499.697651216626,933.3794854044074
0.964,-1.79424,-2322.4,0.92896,5950.310772886141,1441.9548178884277
0.965,-1.7910400000000002,-2332.4,0.93296,6293.072744682181,990.0287852619457
0.966,-1.7841599999999997,-2318.8,0.9275200000000001,7862.2557333512395,1593.0066712675405
0.967,-1.78128,-2317.8,0.92712,2703.6760969039065,1139.3312650810064
0.968,-1.79808,-2331.6,0.9326399999999999,1835.788387253451,331.3131313131313
0.969,-1.79152,-2323.4,0.9293600000000001,11318.609967116136,1821.855291824332
0.97,-1.8072,-2344.4,0.93776,8227.58351932547,1801.4203894616264
0.971,-1.7992,-2338.4,0.9353600000000001,2557.7542295631565,337.612999198993
0.972,-1.776,-2299.4,0.91976,3864.963373168424,994.101508916324
0.973,-1.7974400000000001,-2335.4,0.93416,8000.224398370015,1250.7022953066119
0.974,-1.7910400000000002,-2332.8,0.9331200000000001,6304.740033009745,1086.1966689482088
0.975,-1.77472,-2304.2,0.9216799999999999,3720.7801884724954,1214.7692307692307
0.976,-1.7723200000000001,-2308.8,0.9235200000000001,4408.350503150288,797.0856102003643
0.977,-1.7846400000000002,-2322.6,0.92904,5513.644251073915,926.2367792562262
0.978,-1.77728,-2312.2,0.9248799999999999,3895.0062009517264,1339.1956373551463
0.979,-1.78256,-2318.6,0.9274399999999999,12073.124770098295,2550.493701055498
0.98,-1.7644799999999998,-2307.8,0.92312,3097.9684390763105,631.7006802721089
0.981,-1.77184,-2305.8,0.92232,5912.126530480763,1837.9884471627586
0.982,-1.7609599999999999,-2303.6,0.9214399999999999,5158.98529263332,771.9393527947498
0.983,-1.75728,-2274.6,0.90984,7650.0692626924,3617.09053916582
0.984,-1.7683200000000001,-2313.2,0.9252799999999999,4695.911457759564,966.7570009033424
0.985,-1.7737599999999998,-2312.8,0.92512,6765.715856287628,1222.9667230682458
0.986,-1.76912,-2307.0,0.9228,5098.377510524857,1040.5679513184584
0.987,-1.74656,-2280.8,0.91232,7311.348327537508,1240.301699876168
0.988,-1.7664,-2303.6,0.9214399999999999,5678.57929886483,1388.0341880341878
0.989,-1.7497599999999998,-2289.2,0.9156799999999999,3741.232197016297,452.26379058532757
0.99,-1.75888,-2300.0,0.92,9791.472525479257,1245.3423120089788
0.991,-1.74848,-2290.2,0.9160799999999999,4687.7328176935835,1068.6848301379077
0.992,-1.7496,-2288.6,0.9154399999999999,8480.929876286276,1483.9157706093192
0.993,-1.7564799999999998,-2291.6,0.91664,5422.49365340307,992.5478348439071
0.994,-1.7406400000000002,-2274.0,0.9096,4899.326655214092,1238.5423653029286
0.995,-1.75472,-2294.0,0.9176,4449.898852161421,1104.1876046901173
0.996,-1.7366400000000002,-2256.6,0.90264,4821.427611382612,1497.5903614457836
0.997,-1.75472,-2281.0,0.9124,7547.617778108648,2203.276496155132
0.998,-1.75456,-2294.2,0.9176799999999999,4716.446921899911,653.2620797149856
0.999,-1.7577599999999998,-2288.4,0.9153600000000001,5412.41942643344,1838.1047714381048
1.0,-1.76656,-2305.6,0.92224,2910.0444444444447,754.4888888888887
1.001,-1.7275200000000002,-2268.2,0.90728,9978.433155256334,1675.169275169275
1.002,-1.7542400000000002,-2293.8,0.9175200000000001,6619.539807056986,1605.1896207584828
1.003,-1.7464,-2287.4,0.91496,1821.0572668832988,449.3630220449761
1.004,-1.7417599999999998,-2279.2,0.9116799999999999,5143.480967674234,1932.8906595838864
1.005,-1.73072,-2259.2,0.9036799999999999,5291.13415784538,1701.0060807075733
1.006,-1.748,-2283.6,0.9134399999999999,8330.841107540751,1851.8223989396952
1.007,-1.7510400000000002,-2289.2,0.9156799999999999,2988.0651176071824,968.5093236235242
1.008,-1.7260799999999998,-2245.6,0.8982399999999999,1738.473167044595,1273.1922398589065
1.009,-1.7315200000000002,-2256.0,0.9024,8573.16635687905,2974.121792754102
1.01,-1.6993599999999998,-2217.0,0.8868,9081.288326852487,2152.0352035203523
1.011,-1.73488,-2267.2,0.9068799999999999,5482.45592579874,1600.3516869985713
1.012,-1.70928,-2243.6,0.89744,2034.6097163419722,1063.5046113306983
1.013,-1.72144,-2253.8,0.9015200000000001,8989.465781085875,1866.7982889108264
1.014,-1.7256,-2256.2,0.90248,8089.248872134624,1530.9664694280084
1.015,-1.7208,-2259.8,0.9039200000000001,4428.806005160686,1113.4756431308158
1.016,-1.7152,-2238.8,0.8955200000000001,5094.343522020377,627.4715660542433
1.017,-1.7219200000000001,-2247.4,0.89896,12141.201454439828,3546.858953348629
1.018,-1.71632,-2244.4,0.89776,12351.521124453142,2710.150622134905
1.019,-1.71312,-2244.8,0.89792,7701.196618731081,2550.823247192236
1.02,-1.7155200000000002,-2241.6,0.89664,5870.562604126618,1627.7124183006533
1.021,-1.70928,-2229.4,0.89176,5293.728853719302,1518.3806725432587
1.022,-1.70544,-2216.4,0.88656,5073.680188282231,1827.1798217003693
1.023,-1.712,-2240.4,0.8961600000000001,8619.392720549977,3538.872596937114
1.024,-1.7100799999999998,-2253.6,0.90144,10653.347439236111,2458.159722222222
1.025,-1.7,-2222.2,0.8888799999999999,13554.683059025712,8100.986449864497
1.026,-1.70832,-2246.2,0.89848,12659.545767168627,2002.5557721464154
1.027,-1.6926400000000001,-2218.2,0.88728,6605.42502702906,1586.8873742291469
1.028,-1.70512,-2210.0,0.884,3159.4388677766165,2101.1673151750974
1.029,-1.69808,-2216.4,0.88656,6155.325597621468,2258.762552640104
1.03,-1.6931200000000002,-2214.4,0.88576,11313.832071302142,7766.817691477885
1.031,-1.68448,-2211.2,0.8844799999999999,8545.688255103749,3530.725293673887
1.032,-1.7033599999999998,-2232.8,0.89312,12483.224165214428,3297.329888027562
1.033,-1.68144,-2197.8,0.8791200000000001,13802.701659478373,3565.408196192321
1.034,-1.7008,-2225.6,0.8902399999999999,6125.704137968017,2350.999355254674
1.035,-1.688,-2206.8,0.8827200000000001,5174.553535542124,2531.1433172302736
1.036,-1.6942400000000002,-2194.2,0.8776799999999999,9850.280506651165,4443.9725439725435
1.037,-1.69248,-2220.8,0.8883200000000001,6780.680244021665,3257.4306225222326
1.038,-1.6931200000000002,-2228.6,0.89144,5711.624507218523,1499.507600085635
1.039,-1.6921599999999999,-2219.2,0.8876799999999999,12924.909391397769,3218.650411720671
1.04,-1.67536,-2205.2,0.88208,9202.662721893492,2649.743589743589
1.041,-1.6838400000000002,-2205.6,0.8822399999999999,13731.634227333605,7372.227558971077
1.042,-1.6825599999999998,-2200.4,0.88016,4899.6119066594765,904.0733631904457
1.043,-1.6771200000000002,-2170.8,0.8683200000000001,2460.4721999305257,1481.367849153084
1.044,-1.6601599999999999,-2168.2,0.8672799999999999,14021.45528626349,6575.947211579395
1.045,-1.6675200000000001,-2174.8,0.86992,10779.72879131278,7453.227006911219
1.046,-1.6569599999999998,-2167.0,0.8668,14006.883690171384,6990.652220097727
1.047,-1.6582400000000002,-2176.4,0.87056,10986.388341801407,3186.0766210336405
1.048,-1.66848,-2198.2,0.87928,13583.12452654274,3605.979643765903
1.049,-1.6505599999999998,-2151.4,0.86056,14327.54463549601,7065.395614871308
1.05,-1.6387200000000002,-2137.4,0.85496,9138.98715041572,6526.179894179895
1.051,-1.6752,-2202.8,0.8811200000000001,8826.113079142002,2084.110371075166
1.052,-1.6452799999999999,-2147.8,0.8591200000000001,6451.34862920287,3170.637938318547
1.053,-1.6625599999999998,-2172.0,0.8688,1588.7316931951314,2721.536351165981
1.054,-1.6545599999999998,-2136.0,0.8544,4776.678784794611,9990.301496942862
1.055,-1.66608,-2184.4,0.87376,6913.0522674692875,2515.6819378620326
1.056,-1.656,-2168.6,0.86744,6813.717987960412,2460.4797979797977
1.057,-1.64736,-2149.2,0.8596799999999999,11288.680201697802,3899.6741301377065
1.058,-1.6472,-2132.4,0.85296,8923.32113990127,6281.705524049569
1.059,-1.66448,-2173.6,0.86944,5576.911245041156,4231.077536459973
1.06,-1.6505599999999998,-2157.0,0.8628,10221.747557454211,4202.30607966457
1.061,-1.65088,-2140.8,0.8563200000000001,5738.307567624068,5071.274479003037
1.062,-1.64304,-2154.8,0.86192,7822.831289906526,2968.989328311361
1.063,-1.6296,-2134.8,0.8539200000000001,10176.877025436588,3946.231838611896
1.064,-1.6233600000000001,-2105.6,0.84224,11665.127731609724,9686.54970760234
1.065,-1.63344,-2147.6,0.8590399999999999,4292.9361948075175,1230.0886802295252
1.066,-1.64592,-2153.8,0.8615200000000001,6110.917509810109,3888.6387325411715
1.067,-1.62848,-2121.8,0.84872,10330.41748024502,6011.829636571904
1.068,-1.63152,-2127.4,0.85096,19728.92810329161,10436.163129421555
1.069,-1.63744,-2136.8,0.85472,5843.780496923194,5051.616256106433
1.07,-1.59104,-2065.8,0.82632,9447.734396987607,3845.8566978193144
1.071,-1.6336,-2118.4,0.84736,6900.073028485179,5070.899470899471
1.072,-1.60832,-2115.6,0.84624,13677.879260414342,4310.77943615257
1.073,-1.6176,-2104.0,0.8416,3520.5691277934757,3074.246660453557
1.074,-1.5987200000000001,-2089.8,0.8359200000000001,16885.156017309608,13120.173805090004
1.075,-1.5952,-2063.4,0.82536,2464.4672796106006,4630.532299741601
1.076,-1.62544,-2143.2,0.8572799999999999,13553.802001999236,6910.532837670385
1.077,-1.62624,-2127.6,0.85104,5113.569690711912,4860.24966470649
1.078,-1.6246399999999999,-2114.4,0.8457600000000001,5826.161352267898,6544.465058750774
1.079,-1.62608,-2136.8,0.85472,9571.29055658484,4599.485119967048
1.08,-1.61424,-2104.8,0.8419200000000001,15541.685718640452,7023.209876543208
1.081,-1.59104,-2088.2,0.8352799999999999,2586.885351584841,2795.3129818069688
1.082,-1.6028799999999999,-2085.6,0.83424,9323.15767375098,10261.491065927294
1.083,-1.5724799999999999,-2041.0,0.8164,11276.391504699555,7911.562532061148
1.084,-1.56768,-2016.4,0.80656,8477.85599627214,4937.105371053709
1.085,-1.5662399999999999,-2000.4,0.80016,13121.47918480608,7545.151049667178
1.086,-1.6107200000000002,-2132.8,0.8531200000000001,6768.210168594771,3010.5995498260686
1.087,-1.57552,-2035.4,0.81416,7107.837121657728,8229.82725135439
1.088,-1.57616,-2033.6,0.8134399999999999,7390.336649365628,6457.352941176471
1.089,-1.5736,-2039.0,0.8156,9588.796855402303,6291.806958473625
1.09,-1.58128,-2043.8,0.81752,14053.586959571301,8600.570846075432
1.091,-1.59152,-2062.0,0.8248,4197.104157197615,3478.1545982279254
1.092,-1.57264,-2020.2,0.80808,7100.740800374499,5516.849816849816
1.093,-1.57168,-2030.6,0.81224,16211.698071055926,13581.417098708956
1.094,-1.56864,-2057.4,0.82296,9257.594375689085,4422.547227300426
1.095,-1.5744,-2055.8,0.82232,9474.364587894332,8559.675291730087
1.096,-1.5689600000000001,-2007.0,0.8028,2306.403585107831,4340.024330900243
1.097,-1.5536,-2030.6,0.81224,7918.246322645825,2686.154157804112
1.098,-1.5563200000000001,-2030.4,0.81216,5329.334231361761,4419.186399514268
1.099,-1.5609600000000001,-1999.2,0.7996800000000001,17012.95715657353,10715.35739561217
1.1,-1.56368,-2026.0,0.8104,9094.729109274564,7136.161616161616
1.101,-1.548,-2001.0,0.8004,23914.625819755416,14168.331819557978
1.102,-1.5518399999999999,-1998.4,0.7993600000000001,8202.139577200922,9072.635612018552
1.103,-1.5504,-1974.6,0.78984,26597.79034275688,36514.59655485041
1.104,-1.548,-2020.0,0.808,16138.79553781885,8283.413848631239
1.105,-1.55216,-2018.2,0.80728,28812.077284794883,9699.306184012066
1.106,-1.53808,-1995.2,0.79808,22047.312756219297,9531.203536266827
1.107,-1.5278399999999999,-1970.6,0.7882399999999999,10751.107009213221,13970.12947907257
1.108,-1.52896,-1961.6,0.78464,9543.545030779322,11293.060569594863
1.109,-1.5432,-1981.2,0.7924800000000001,12217.984233162937,15621.841498847813
1.11,-1.51152,-1900.6,0.7602399999999999,11422.0166112058,10703.543543543545
1.111,-1.54352,-1998.8,0.79952,10442.232342046085,8703.430343034302
1.112,-1.5283200000000001,-1966.0,0.7864,18646.37786173938,12678.657074340526
1.113,-1.50704,-1974.2,0.78968,21622.75613936093,15886.952181291801
1.114,-1.504,-1914.8,0.7659199999999999,11594.987681937195,17395.731099142227
1.115,-1.50736,-1925.8,0.77032,20301.179057156456,18031.649227703037
1.116,-1.52544,-1936.2,0.7744800000000001,7662.91400276061,8432.855436081241
1.117,-1.5244799999999998,-1943.8,0.77752,11059.166186445502,11781.120063662587
1.118,-1.52672,-1951.0,0.7804,16045.917814025313,10968.197177499502
1.119,-1.5016,-1906.2,0.76248,13891.717332409064,21416.30423989673
1.12,-1.47648,-1876.4,0.75056,19497.73242630385,16111.746031746028
1.121,-1.48384,-1867.2,0.74688,10429.779777111275,12729.26950143721
1.122,-1.4836799999999999,-1862.0,0.7448,4663.1778622970805,6217.4688057040985
1.123,-1.524,-1943.4,0.77736,11497.98668054136,12688.275452656575
1.124,-1.52496,-1953.2,0.78128,17070.171068980606,7747.093712930011
1.125,-1.4841600000000001,-1835.0,0.734,8917.368449931413,9634.172839506173
1.126,-1.51344,-1882.4,0.7529600000000001,11047.557752756053,15031.221630155911
1.127,-1.48,-1911.6,0.76464,12566.352621575357,11407.118209602682
1.128,-1.49648,-1839.0,0.7356,22232.4217985905,31673.167848699766
1.129,-1.48176,-1880.0,0.752,35681.19267394593,29158.5473870682
1.13,-1.44592,-1781.8,0.71272,17127.731224058272,18508.121927236974
1.131,-1.4955200000000002,-1873.6,0.74944,10684.920298018258,9801.984477846547
1.132,-1.47456,-1883.8,0.75352,12642.046834008279,4992.893600314094
1.133,-1.47536,-1833.6,0.73344,6665.373518559922,8574.914190448173
1.134,-1.48,-1830.6,0.73224,10332.477247363917,12917.930629041744
1.135,-1.46176,-1838.0,0.7352,4369.69904756976,7067.254038179148
1.136,-1.47584,-1895.6,0.7582399999999999,18917.653022989267,13493.58372456964
1.137,-1.46128,-1884.8,0.75392,6903.493371377424,7991.556728232191
1.138,-1.4595200000000002,-1782.2,0.7128800000000001,13026.8932947452,33653.15368092169
1.139,-1.4899200000000001,-1932.2,0.77288,28639.66932196769,25158.48209930738
1.14,-1.44496,-1788.6,0.71544,11686.194042611403,24999.64912280702
1.141,-1.44736,-1724.8,0.68992,11798.859581721455,42736.157366832216
1.142,-1.4740799999999998,-1868.0,0.7472,6949.500897808012,13594.08445222806
1.143,-1.42832,-1705.6,0.68224,13319.361618147104,25801.73033926315
1.144,-1.4276799999999998,-1747.4,0.69896,19555.560989127425,22046.658896658893
1.145,-1.4376,-1779.0,0.7116,12153.340579571963,19871.71276079573
1.146,-1.42592,-1721.0,0.6884,12853.773704627576,24737.83207291061
1.147,-1.44896,-1775.8,0.71032,11221.706280344522,24938.83560980335
1.148,-1.4032,-1721.4,0.6885600000000001,16594.700541330953,28696.90282617112
1.149,-1.4212799999999999,-1695.0,0.678,17338.908578651615,24904.554685233536
1.15,-1.41456,-1732.2,0.69288,12021.541692921657,21691.55555555556
1.151,-1.41264,-1684.2,0.6736800000000001,4112.852504724188,10909.5086398301
1.152,-1.4552,-1846.6,0.73864,16879.527820644722,17839.54475308642
1.153,-1.4184,-1747.4,0.69896,19936.67862937591,29163.766021008
1.154,-1.41744,-1742.6,0.69704,8053.635726803281,21818.640477565958
1.155,-1.4172799999999999,-1695.6,0.67824,19695.916076868456,24615.526695526692
1.156,-1.3966399999999999,-1681.0,0.6724,21063.09923385869,38586.889657823915
1.157,-1.41344,-1715.0,0.686,12534.561171582527,33881.686353596466
1.158,-1.37968,-1547.4,0.6189600000000001,18438.609173036046,35455.03742084054
1.159,-1.40304,-1701.6,0.6806399999999999,5411.492871227655,19498.648259994246
1.16,-1.37024,-1637.8,0.65512,11621.614480116265,47759.73180076628
1.161,-1.41936,-1730.0,0.692,16273.818882725485,34407.885922097805
1.162,-1.4091200000000002,-1727.8,0.69112,10354.145045060171,19073.20711417097
1.163,-1.38736,-1651.0,0.6604,10831.60185461066,7459.826120187255
1.164,-1.3652799999999998,-1686.4,0.67456,19293.452945629946,9045.28445971745
1.165,-1.38368,-1637.2,0.65488,11586.517424237774,48531.959942775386
1.166,-1.37232,-1679.4,0.67176,25964.16281001543,37747.322279397755
1.167,-1.36096,-1627.6,0.65104,8331.434418582488,11957.574026468626
1.168,-1.34448,-1487.6,0.59504,17926.15354141907,85772.29832572298
1.169,-1.36448,-1633.4,0.65336,13778.756390026576,26566.33399866933
1.17,-1.36544,-1617.2,0.64688,18670.497804400937,32007.74928774929
1.171,-1.344,-1465.8,0.58632,11367.480665729476,51847.385899990506
1.172,-1.38224,-1621.2,0.6484800000000001,7743.441003001394,24873.113386423964
1.173,-1.3324799999999999,-1434.2,0.57368,3885.988626189609,54624.192478923935
1.174,-1.3504,-1542.2,0.61688,11159.835427253565,23060.723074010974
1.175,-1.3513600000000001,-1578.2,0.6312800000000001,9263.952517478998,25026.156028368798
1.176,-1.37376,-1609.4,0.64376,12060.818280448992,26603.968253968258
1.177,-1.3512,-1546.4,0.61856,1671.4842146201775,7644.897573869537
1.178,-1.35952,-1613.0,0.6452,10717.905997811222,22069.232220335787
1.179,-1.32304,-1494.8,0.59792,4060.5037309451063,10050.852888511921
1.18,-1.33184,-1446.2,0.57848,8079.9259472054655,22816.91148775895
1.181,-1.33328,-1537.0,0.6148,23774.17269975923,71306.99030953053
1.182,-1.3289600000000001,-1549.0,0.6196,13430.001759169392,24452.15266027449
1.183,-1.3089600000000001,-1428.8,0.57152,10951.17178087462,33579.56231802387
1.184,-1.272,-1289.4,0.51576,17556.40775911046,45152.43993993994
1.185,-1.31584,-1457.6,0.58304,14668.621085968733,44658.0778246601
1.186,-1.3044799999999999,-1454.6,0.5818399999999999,6089.531827981247,11478.39610267941
1.187,-1.2928,-1435.0,0.574,5317.0478240156845,32248.057661705512
1.188,-1.3262399999999999,-1484.6,0.5938399999999999,22709.826787641978,31601.982790871687
1.189,-1.33776,-1459.4,0.5837600000000001,9598.499279560816,44859.39631810112
1.19,-1.28656,-1371.8,0.54872,14739.574261076983,34446.64799253034
1.191,-1.27776,-1320.0,0.528,24865.91094432863,67507.04356749696
1.192,-1.29856,-1340.2,0.53608,11058.560925684027,30118.903803131987
1.193,-1.3043200000000001,-1445.8,0.57832,5760.3413035948015,19371.109248393404
1.194,-1.2808,-1203.8,0.48152,25955.82291381219,104197.61771822075
1.195,-1.27712,-1317.8,0.52712,15969.343829570367,49856.95955369595
1.196,-1.26352,-1283.2,0.5132800000000001,12967.913607727482,23889.40914158306
1.197,-1.272,-1365.6,0.54624,21323.769524681156,61432.69284321917
1.198,-1.26432,-1270.6,0.5082399999999999,23361.262773639,45568.57725839362
1.199,-1.2883200000000001,-1432.2,0.5728800000000001,8161.2507380157795,18505.384116393292
1.2,-1.2632,-1261.4,0.50456,10566.04938271605,24609.666666666664
1.201,-1.28704,-1400.8,0.5603199999999999,15185.051406185472,20952.317513183458
1.202,-1.26,-1290.2,0.51608,5650.901052630284,23613.569975965987
1.203,-1.24272,-1249.6,0.49983999999999995,7220.764627331334,32310.187494227397
1.204,-1.27296,-1339.2,0.53568,10728.848958007577,29350.46142488003
1.205,-1.2660799999999999,-1270.2,0.50808,25145.694996833925,83858.33102812356
1.206,-1.2460799999999999,-1286.0,0.5144,9394.21802601757,27750.875253362814
1.207,-1.29856,-1421.4,0.5685600000000001,12015.460154834927,23424.136978735154
1.208,-1.26624,-1252.8,0.50112,22363.054252006496,105304.782928624
1.209,-1.2712,-1370.0,0.548,7281.114461135271,17025.641025641024
1.21,-1.27872,-1308.8,0.52352,24267.437712967392,49500.97337006429
1.211,-1.24048,-1198.0,0.4792,7707.553378975744,33736.67308927424
1.212,-1.24096,-1261.2,0.50448,14436.251105858662,39865.93325999267
1.213,-1.232,-1265.6,0.5062399999999999,13007.991574890833,9705.083814234678
1.214,-1.22576,-1114.6,0.44583999999999996,8601.703054938103,31105.29013362621
1.215,-1.2499200000000001,-1196.0,0.4784,9787.848509994525,18448.651120256054
1.216,-1.2296,-1229.6,0.49183999999999994,6658.89985380117,66385.8187134503
1.217,-1.21472,-1003.4,0.40136,6829.329260054219,54496.88669770838
1.218,-1.22288,-1193.4,0.47736000000000006,36532.95201905134,112942.93012224046
1.219,-1.19424,-1036.4,0.41456000000000004,14438.422901632903,81615.02142010756
1.22,-1.20992,-1097.8,0.43911999999999995,16831.317746125595,62005.428051001814
1.221,-1.19648,-985.4,0.39416,4712.150166695619,19869.360269360266
1.222,-1.1916799999999999,-1087.8,0.43512,4313.952038296504,28654.99181669394
1.223,-1.1968,-1149.4,0.45976000000000006,8693.19687367609,20526.61033887526
1.224,-1.20176,-1147.6,0.45903999999999995,9638.861596442013,80784.8946986202
1.225,-1.20448,-1134.4,0.45376000000000005,10306.342727567215,73418.44897959183
1.226,-1.2219200000000001,-1160.4,0.46416,35158.83428382863,157122.20409642922
1.227,-1.2035200000000001,-904.8,0.36191999999999996,8796.730805805357,55561.858190709056
1.228,-1.1584,-952.4,0.38095999999999997,7417.703223494266,36339.34129569309
1.229,-1.17424,-960.8,0.38432,7677.40459022674,41655.6911671639
1.23,-1.19472,-1097.4,0.43896,11558.199484433871,24121.445347786805
1.231,-1.14816,-890.0,0.356,7975.686614901958,49631.91623792761
